time,Symbol,rv10,medrv,nobs,open_to_close,rsv_ss,open_time,rsv,rk_twoscale,rv5_ss,rk_th2,open_price,close_price,rv10_ss,rk_parzen,bv_ss,bv,close_time,rv5
16/02/2000,.SPX,9.15E-05,4.65E-05,1545,-0.010223484,5.69E-05,83005,5.69E-05,9.94E-05,8.87E-05,0.000102977,1401.97,1387.71,9.15E-05,4.55E-05,7.66E-05,7.66E-05,150005,8.87E-05
17/02/2000,.SPX,0.000255752,5.81E-05,1542,-0.000273878,8.97E-05,83001,8.97E-05,0.000162971,0.000182937,0.00015574,1387.67,1387.29,0.000255752,0.000104156,0.000147622,0.000147622,145945,0.000182937
18/02/2000,.SPX,0.000139615,0.000108574,1541,-0.029157693,0.000114012,83019,0.000114012,0.000132209,0.000151008,0.000145267,1388.12,1348.23,0.000139615,0.000189489,0.000160077,0.000160077,150019,0.000151008
22/02/2000,.SPX,0.000229643,0.000122292,1530,0.001673033,8.78E-05,83528,8.78E-05,0.000155047,0.000193855,0.00016953,1349.71,1351.97,0.000229643,0.000314348,0.000207975,0.000207975,150520,0.000193855
23/02/2000,.SPX,0.000134079,5.41E-05,1537,0.006799515,5.85E-05,83012,5.85E-05,0.000116724,0.000121463,0.000125567,1352.84,1362.07,0.000134079,0.000119227,0.000104559,0.000104559,145957,0.000121463
24/02/2000,.SPX,0.000357451,0.000164236,1532,-0.006010138,0.000150538,83005,0.000150538,0.0002096,0.000291104,0.000230867,1361.79,1353.63,0.000357451,0.000403079,0.000278915,0.000278915,145938,0.000291104
25/02/2000,.SPX,0.000209195,0.000102886,1537,-0.014405869,0.000145257,83004,0.000145257,0.000172452,0.000231948,0.000188258,1353.6,1334.24,0.000209195,0.000140839,0.000215669,0.000215669,145950,0.000231948
28/02/2000,.SPX,0.000178321,0.000144578,1555,0.012315151,0.000103856,83005,0.000103856,0.000180799,0.000225755,0.000191428,1331.58,1348.08,0.000178321,0.000259284,0.000221385,0.000221385,145953,0.000225755
29/02/2000,.SPX,0.000125508,6.10E-05,1555,0.014332464,4.36E-05,83001,4.36E-05,1.00E-04,0.000135896,0.000103104,1348.05,1367.51,0.000125508,8.68E-05,0.000114343,0.000114343,145955,0.000135896
01/03/2000,.SPX,0.000105891,7.38E-05,1544,0.008342155,4.13E-05,83010,4.13E-05,0.000101992,0.000102447,0.000107068,1366.83,1378.28,0.000105891,0.000103199,0.000106438,0.000106438,150009,0.000102447
02/03/2000,.SPX,9.00E-05,5.54E-05,1541,0.00092667,4.75E-05,83010,4.75E-05,8.78E-05,9.88E-05,9.32E-05,1380.65,1381.93,9.00E-05,6.40E-05,0.000104699,0.000104699,150004,9.88E-05
03/03/2000,.SPX,0.000109984,4.55E-05,1554,0.015583504,2.66E-05,83009,2.66E-05,7.09E-05,9.15E-05,7.46E-05,1386.77,1408.55,0.000109984,9.27E-05,9.02E-05,9.02E-05,150008,9.15E-05
06/03/2000,.SPX,8.06E-05,3.28E-05,1540,-0.013536646,4.79E-05,83003,4.79E-05,5.89E-05,6.84E-05,6.11E-05,1409.4,1390.45,8.06E-05,7.32E-05,7.58E-05,7.58E-05,150002,6.84E-05
07/03/2000,.SPX,0.000354762,0.000155152,1506,-0.029878338,0.000184138,83009,0.000184138,0.000182893,0.000271514,0.000196376,1397.25,1356.12,0.000354762,0.000386478,0.000295385,0.000295385,150007,0.000271514
08/03/2000,.SPX,0.00015469,8.71E-05,1211,0.008486448,5.39E-05,83011,5.39E-05,0.000103917,0.000132879,0.000113353,1359.92,1371.51,0.00015469,0.000120134,0.000146462,0.000146462,134342,0.000132879
09/03/2000,.SPX,0.000163956,5.07E-05,1537,0.02404459,3.08E-05,83000,3.08E-05,7.79E-05,0.000109624,8.28E-05,1366.7,1399.96,0.000163956,0.000201426,0.000103315,0.000103315,145959,0.000109624
10/03/2000,.SPX,0.0001217,6.80E-05,1473,-0.004425877,7.34E-05,83000,7.34E-05,8.91E-05,0.000119246,9.73E-05,1401.69,1395.5,0.0001217,0.000117372,0.000116021,0.000116021,145954,0.000119246
13/03/2000,.SPX,0.000662313,0.00016243,1534,-0.009623008,0.000367877,83003,0.000367877,0.00028633,0.000491976,0.000314689,1395.03,1381.67,0.000662313,0.000307951,0.000331289,0.000331289,145955,0.000491976
14/03/2000,.SPX,0.000159897,6.30E-05,1522,-0.019675197,0.000100406,83013,0.000100406,0.000134599,0.000149881,0.00014168,1388.91,1361.85,0.000159897,0.000178818,0.000110586,0.000110586,145540,0.000149881
15/03/2000,.SPX,0.000306748,0.000176044,1517,0.019688815,8.25E-05,83004,8.25E-05,0.000159431,0.000231089,0.000176718,1359.39,1386.42,0.000306748,0.000156806,0.000203565,0.000203565,145252,0.000231089
16/03/2000,.SPX,0.000347827,0.000128238,1488,0.043110577,5.09E-05,83015,5.09E-05,0.000146571,0.000263098,0.000161284,1394.9,1456.35,0.000347827,0.000426738,0.000210844,0.000210844,144720,0.000263098
20/03/2000,.SPX,9.05E-05,3.47E-05,1536,-0.005642073,4.95E-05,83005,4.95E-05,9.98E-05,8.79E-05,0.000106393,1464.58,1456.34,9.05E-05,7.17E-05,8.81E-05,8.81E-05,150003,8.79E-05
21/03/2000,.SPX,0.000147198,6.06E-05,1541,0.024943243,3.91E-05,83010,3.91E-05,0.000169205,0.000155396,0.00017463,1456.63,1493.42,0.000147198,0.000272212,0.000151132,0.000151132,150008,0.000155396
22/03/2000,.SPX,5.80E-05,3.62E-05,1537,0.004101707,3.84E-05,83001,3.84E-05,8.59E-05,7.88E-05,8.77E-05,1493.87,1500.01,5.80E-05,5.89E-05,7.12E-05,7.12E-05,145959,7.88E-05
23/03/2000,.SPX,0.000121668,6.36E-05,1532,0.016714622,6.87E-05,83010,6.87E-05,0.000119311,0.000145602,0.000122092,1501.03,1526.33,0.000121668,0.000137875,0.000122086,0.000122086,150003,0.000145602
24/03/2000,.SPX,0.000168132,9.49E-05,1539,0.001066639,6.35E-05,83001,6.35E-05,0.000140668,0.000141921,0.000150029,1527.35,1528.98,0.000168132,0.000208726,0.000120108,0.000120108,145959,0.000141921
27/03/2000,.SPX,6.86E-05,5.29E-05,1536,-0.003518973,3.83E-05,93008,3.83E-05,8.65E-05,7.96E-05,8.92E-05,1528.7,1523.33,6.86E-05,2.83E-05,7.99E-05,7.99E-05,160004,7.96E-05
28/03/2000,.SPX,7.53E-05,4.43E-05,319,0.0006835,4.03E-05,93013,4.03E-05,3.87E-05,7.05E-05,4.21E-05,1521.06,1522.1,7.53E-05,6.36E-05,7.13E-05,7.13E-05,105043,7.05E-05
29/03/2000,.SPX,0.000231337,9.93E-05,1540,0.000795582,6.22E-05,93000,6.22E-05,0.000143777,0.000160433,0.000153979,1507.73,1508.93,0.000231337,0.000171687,0.000139684,0.000139684,155958,0.000160433
30/03/2000,.SPX,0.000291362,0.000146361,1535,-0.0128564,0.000125934,93001,0.000125934,0.000212856,0.000230324,0.000222871,1508.52,1489.25,0.000291362,0.000181603,0.000246107,0.000246107,155951,0.000230324
31/03/2000,.SPX,0.000216073,0.000117919,1525,0.006085618,0.000113135,93009,0.000113135,0.000195264,0.000235033,0.000199796,1494.06,1503.18,0.000216073,0.000161319,0.000236178,0.000236178,160008,0.000235033
03/04/2000,.SPX,0.000222511,0.000108645,1428,0.004235037,8.63E-05,93001,8.63E-05,0.000230116,0.00020084,0.000240371,1498.58,1504.94,0.000222511,7.23E-05,0.000176392,0.000176392,160000,0.00020084
04/04/2000,.SPX,0.001852247,0.000764715,1528,-0.009732728,0.000575826,93015,0.000575826,0.00067833,0.00125536,0.000780599,1509.47,1494.85,0.001852247,0.002102211,0.001444994,0.001444994,160012,0.00125536
05/04/2000,.SPX,0.000474821,0.000213558,1526,-0.002134415,0.000260937,93004,0.000260937,0.000441254,0.000494035,0.000455672,1491.46,1488.28,0.000474821,0.000181119,0.000548663,0.000548663,155954,0.000494035
06/04/2000,.SPX,0.000190022,5.45E-05,1513,0.008568975,5.66E-05,93002,5.66E-05,0.000179931,0.000193019,0.000186812,1487.37,1500.17,0.000190022,0.000187665,0.00018157,0.00018157,155950,0.000193019
07/04/2000,.SPX,9.94E-05,4.54E-05,1542,0.00815239,2.82E-05,93004,2.82E-05,0.000100665,8.72E-05,0.000103957,1503.84,1516.15,9.94E-05,7.25E-05,7.00E-05,7.00E-05,160002,8.72E-05
10/04/2000,.SPX,0.000113136,9.86E-05,1539,-0.007676819,6.53E-05,93007,6.53E-05,0.00012046,0.000111011,0.00012445,1516.85,1505.25,0.000113136,0.000123765,0.000117577,0.000117577,160007,0.000111011
11/04/2000,.SPX,0.000238076,0.0001702,1539,0.00033346,0.000113313,93011,0.000113313,0.000230634,0.000222686,0.000242015,1499.18,1499.68,0.000238076,0.000103352,0.000222952,0.000222952,155959,0.000222686
12/04/2000,.SPX,0.000106096,8.37E-05,790,-0.002308299,5.54E-05,93003,5.54E-05,0.000122056,0.000123097,0.000132685,1500.67,1497.21,0.000106096,0.000138735,8.68E-05,8.68E-05,124950,0.000123097
13/04/2000,.SPX,0.000397422,0.000245659,1535,-0.021407535,0.000218808,93007,0.000218808,0.000290123,0.000379549,0.000316159,1471.67,1440.5,0.000397422,0.000349416,0.000423847,0.000423847,155930,0.000379549
14/04/2000,.SPX,0.001338768,0.000633769,1558,-0.058032139,0.000669237,93010,0.000669237,0.000671067,0.00107648,0.000750005,1436.67,1355.67,0.001338768,0.000916618,0.001081955,0.001081955,160004,0.00107648
17/04/2000,.SPX,0.000784159,0.000554663,1536,0.030898531,0.000209786,93013,0.000209786,0.000652413,0.000593767,0.000684553,1356.56,1399.13,0.000784159,0.000790923,0.000689334,0.000689334,155959,0.000593767
18/04/2000,.SPX,0.000231648,0.0001268,1541,0.0270744,8.27E-05,93006,8.27E-05,0.00026837,0.000265623,0.000278387,1402.48,1440.97,0.000231648,0.000249877,0.000193199,0.000193199,160003,0.000265623
19/04/2000,.SPX,0.000159118,8.87E-05,1527,-0.00982511,0.000102198,93004,0.000102198,0.000196618,0.000165979,0.000203106,1442.16,1428.06,0.000159118,0.000119477,0.000169102,0.000169102,155950,0.000165979
20/04/2000,.SPX,9.61E-05,4.36E-05,1540,0.004130779,3.59E-05,93015,3.59E-05,9.30E-05,8.82E-05,9.55E-05,1427.77,1433.68,9.61E-05,6.03E-05,6.45E-05,6.45E-05,160010,8.82E-05
24/04/2000,.SPX,0.00040251,0.000166883,1540,-0.004093299,0.000378691,93001,0.000378691,0.00032358,0.000527281,0.000328419,1434.54,1428.68,0.00040251,0.000255851,0.00028741,0.00028741,155959,0.000527281
25/04/2000,.SPX,0.000100132,4.20E-05,1539,0.02672496,2.86E-05,93010,2.86E-05,0.000135263,0.000131626,0.000140179,1438.42,1477.38,0.000100132,0.000153318,0.000103437,0.000103437,160005,0.000131626
26/04/2000,.SPX,0.000107254,6.75E-05,1535,-0.011101054,5.94E-05,93013,5.94E-05,0.000122411,0.000108986,0.000126982,1477.4,1461.09,0.000107254,7.13E-05,0.000108993,0.000108993,160009,0.000108986
27/04/2000,.SPX,0.000282944,0.000188713,1539,0.007652206,0.000138679,93013,0.000138679,0.000281536,0.000277438,0.000289319,1452.83,1463.99,0.000282944,0.000160231,0.000256537,0.000256537,160011,0.000277438
28/04/2000,.SPX,0.000126598,6.12E-05,1536,-0.010614648,8.34E-05,93008,8.34E-05,0.000107064,0.000129912,0.000115418,1468.01,1452.51,0.000126598,8.62E-05,0.000122422,0.000122422,160004,0.000129912
01/05/2000,.SPX,9.62E-05,7.16E-05,1540,0.007815611,4.36E-05,93008,4.36E-05,0.000117445,0.000119217,0.000119634,1456.75,1468.18,9.62E-05,0.000150485,0.000115463,0.000115463,155959,0.000119217
02/05/2000,.SPX,0.00010662,4.28E-05,1541,-0.014834409,6.94E-05,93002,6.94E-05,0.00013056,9.91E-05,0.000132704,1467.58,1445.97,0.00010662,0.00010887,8.40E-05,8.40E-05,160000,9.91E-05
03/05/2000,.SPX,0.000259944,0.000106329,1556,-0.020122022,0.000139128,93010,0.000139128,0.000174787,0.00022991,0.000189785,1444.21,1415.44,0.000259944,0.000268114,0.00020673,0.00020673,160010,0.00022991
04/05/2000,.SPX,0.000113393,4.80E-05,1538,-0.003871735,5.40E-05,93004,5.40E-05,0.00014405,0.000108747,0.000148731,1415.54,1410.07,0.000113393,2.49E-05,9.60E-05,9.60E-05,160003,0.000108747
05/05/2000,.SPX,0.000114355,3.13E-05,1537,0.016842148,3.20E-05,93009,3.20E-05,0.000125272,0.000125533,0.000132225,1408.32,1432.24,0.000114355,0.000213848,9.73E-05,9.73E-05,160005,0.000125533
08/05/2000,.SPX,0.000179423,4.47E-05,1541,-0.006386263,9.47E-05,93000,9.47E-05,0.000117752,0.000128348,0.000119661,1432.63,1423.51,0.000179423,6.69E-05,9.59E-05,9.59E-05,155957,0.000128348
09/05/2000,.SPX,0.000138677,5.79E-05,1536,-0.009324734,7.52E-05,93011,7.52E-05,0.000141845,0.000128416,0.000147958,1426.51,1413.27,0.000138677,0.000102322,0.000128518,0.000128518,160009,0.000128416
10/05/2000,.SPX,0.000249681,0.000136671,1542,-0.020108233,0.000156945,93006,0.000156945,0.000223951,0.000249412,0.000233263,1410.53,1382.45,0.000249681,0.000286535,0.000272376,0.000272376,155951,0.000249412
11/05/2000,.SPX,0.000153348,6.90E-05,1540,0.014801089,4.21E-05,93008,4.21E-05,0.000125182,0.000155551,0.000130734,1386.88,1407.56,0.000153348,0.000127827,0.000112372,0.000112372,160006,0.000155551
12/05/2000,.SPX,0.000102277,4.17E-05,1541,0.008759428,2.99E-05,93004,2.99E-05,8.17E-05,8.31E-05,8.50E-05,1408.29,1420.68,0.000102277,0.000119203,6.95E-05,6.95E-05,160002,8.31E-05
15/05/2000,.SPX,7.57E-05,4.22E-05,1530,0.021257323,1.78E-05,93003,1.78E-05,8.59E-05,7.96E-05,8.89E-05,1421,1451.53,7.57E-05,0.00015938,7.92E-05,7.92E-05,160000,7.96E-05
16/05/2000,.SPX,0.000186103,1.77E-05,1552,0.006346098,0.000128145,93008,0.000128145,0.000199696,0.000225934,0.000204913,1456.11,1465.38,0.000186103,0.00010371,0.00021246,0.00021246,155958,0.000225934
17/05/2000,.SPX,0.000197774,3.33E-05,1541,-0.012188243,0.000156897,93001,0.000156897,0.000129508,0.000185231,0.000133786,1466.04,1448.28,0.000197774,0.000138503,6.88E-05,6.88E-05,155959,0.000185231
18/05/2000,.SPX,7.45E-05,2.70E-05,1537,-0.007311317,4.32E-05,93010,4.32E-05,6.40E-05,7.24E-05,6.74E-05,1448.25,1437.7,7.45E-05,8.65E-05,5.45E-05,5.45E-05,160007,7.24E-05
19/05/2000,.SPX,0.000145796,5.97E-05,1541,-0.019267388,0.000131935,93006,0.000131935,0.000123502,0.000191604,0.000131559,1433.74,1406.38,0.000145796,0.000196832,0.000140371,0.000140371,160004,0.000191604
22/05/2000,.SPX,0.000383762,0.000153408,1536,-0.004973433,0.000185228,93000,0.000185228,0.000276081,0.000318219,0.000298012,1406.95,1399.97,0.000383762,0.000540896,0.000343844,0.000343844,155956,0.000318219
23/05/2000,.SPX,0.000171664,0.00011553,1536,-0.019303865,0.000118809,93002,0.000118809,0.000192467,0.000172636,0.000200749,1400.72,1373.94,0.000171664,0.000231431,0.000200556,0.000200556,155959,0.000172636
24/05/2000,.SPX,0.000395665,0.000257344,1537,0.018740288,0.000107699,93013,0.000107699,0.000294418,0.000334409,0.000315255,1372.84,1398.81,0.000395665,0.000352593,0.00033206,0.00033206,160011,0.000334409
25/05/2000,.SPX,0.000172573,6.18E-05,1539,-0.012355781,0.000108178,93001,0.000108178,0.000175276,0.000182684,0.000183661,1399.05,1381.87,0.000172573,0.000255771,0.000160445,0.000160445,155958,0.000182684
26/05/2000,.SPX,0.000243696,0.000109552,1540,-0.002036063,8.23E-05,93000,8.23E-05,0.000150998,0.000187903,0.000162949,1381.52,1378.71,0.000243696,9.86E-05,0.00017713,0.00017713,155956,0.000187903
30/05/2000,.SPX,0.000187165,2.47E-05,1541,0.027710704,1.86E-05,93005,1.86E-05,9.07E-05,0.00015429,9.68E-05,1382.65,1421.5,0.000187165,0.00015056,8.27E-05,8.27E-05,160003,0.00015429
31/05/2000,.SPX,0.000217861,7.71E-05,1541,-0.000626547,5.85E-05,93004,5.85E-05,0.000127367,0.000150951,0.000136834,1420.93,1420.04,0.000217861,0.000138286,0.000162102,0.000162102,160003,0.000150951
01/06/2000,.SPX,0.000116566,3.84E-05,1541,0.015232078,3.46E-05,93007,3.46E-05,9.31E-05,9.78E-05,9.54E-05,1425.53,1447.41,0.000116566,0.000171002,9.47E-05,9.47E-05,160005,9.78E-05
02/06/2000,.SPX,0.000194703,2.61E-05,1541,0.01129717,2.52E-05,93011,2.52E-05,6.90E-05,0.000132286,7.57E-05,1460.23,1476.82,0.000194703,0.000178257,0.000105574,0.000105574,160009,0.000132286
05/06/2000,.SPX,0.000101197,6.52E-05,1554,-0.004405713,5.17E-05,93010,5.17E-05,9.26E-05,9.42E-05,9.57E-05,1474.06,1467.58,0.000101197,2.81E-05,9.28E-05,9.28E-05,160008,9.42E-05
06/06/2000,.SPX,7.00E-05,3.74E-05,1537,-0.00674269,3.74E-05,93010,3.74E-05,8.07E-05,6.62E-05,8.26E-05,1467.26,1457.4,7.00E-05,6.13E-05,5.81E-05,5.81E-05,160008,6.62E-05
07/06/2000,.SPX,5.76E-05,6.14E-05,1537,0.008783451,2.79E-05,93011,2.79E-05,8.23E-05,7.69E-05,8.42E-05,1458.83,1471.7,5.76E-05,5.54E-05,7.33E-05,7.33E-05,160009,7.69E-05
08/06/2000,.SPX,6.14E-05,2.22E-05,1540,-0.006854223,3.89E-05,93002,3.89E-05,5.23E-05,6.28E-05,5.50E-05,1471.28,1461.23,6.14E-05,4.33E-05,4.93E-05,4.93E-05,160000,6.28E-05
09/06/2000,.SPX,5.16E-05,2.36E-05,1539,-0.005131831,2.41E-05,93008,2.41E-05,5.07E-05,5.65E-05,5.24E-05,1465.22,1457.72,5.16E-05,3.83E-05,4.27E-05,4.27E-05,160005,5.65E-05
12/06/2000,.SPX,4.01E-05,2.80E-05,1541,-0.007366845,3.54E-05,93007,3.54E-05,4.90E-05,5.89E-05,5.09E-05,1457.81,1447.11,4.01E-05,4.51E-05,5.28E-05,5.28E-05,160005,5.89E-05
13/06/2000,.SPX,7.99E-05,4.19E-05,1538,0.016151184,2.11E-05,93008,2.11E-05,9.01E-05,7.75E-05,9.28E-05,1445.74,1469.28,7.99E-05,0.000132636,6.75E-05,6.75E-05,160006,7.75E-05
14/06/2000,.SPX,9.07E-05,4.50E-05,1537,-0.000448705,4.08E-05,93009,4.08E-05,8.21E-05,8.14E-05,8.52E-05,1471.23,1470.57,9.07E-05,5.06E-05,8.45E-05,8.45E-05,160007,8.14E-05
15/06/2000,.SPX,8.94E-05,2.09E-05,1539,0.004427411,3.36E-05,93006,3.36E-05,7.29E-05,8.09E-05,7.82E-05,1471.64,1478.17,8.94E-05,4.52E-05,7.56E-05,7.56E-05,160004,8.09E-05
16/06/2000,.SPX,5.83E-05,3.50E-05,1541,-0.008530053,3.41E-05,93001,3.41E-05,4.54E-05,5.21E-05,4.77E-05,1478.73,1466.17,5.83E-05,8.42E-05,4.90E-05,4.90E-05,155959,5.21E-05
19/06/2000,.SPX,7.61E-05,2.69E-05,1541,0.015232799,1.58E-05,93007,1.58E-05,7.13E-05,5.47E-05,6.91E-05,1463.9,1486.37,7.61E-05,7.06E-05,4.81E-05,4.81E-05,160003,5.47E-05
20/06/2000,.SPX,8.85E-05,5.80E-05,1538,-0.006999573,5.70E-05,93003,5.70E-05,8.05E-05,9.05E-05,8.37E-05,1486.71,1476.34,8.85E-05,5.84E-05,9.01E-05,9.01E-05,160001,9.05E-05
21/06/2000,.SPX,5.26E-05,2.90E-05,1539,0.001996718,3.78E-05,93000,3.78E-05,7.16E-05,7.51E-05,7.34E-05,1475.95,1478.9,5.26E-05,2.91E-05,6.92E-05,6.92E-05,155958,7.51E-05
22/06/2000,.SPX,8.85E-05,4.72E-05,1540,-0.017387589,6.40E-05,93011,6.40E-05,7.86E-05,9.36E-05,8.27E-05,1478.19,1452.71,8.85E-05,0.000129609,8.44E-05,8.44E-05,160009,9.36E-05
23/06/2000,.SPX,8.88E-05,3.75E-05,1539,-0.00753808,4.20E-05,93009,4.20E-05,8.26E-05,8.00E-05,8.55E-05,1452.78,1441.87,8.88E-05,5.27E-05,6.62E-05,6.62E-05,160007,8.00E-05
